candidate_skills,candidate_location,candidate_education,internship_title,internship_company,required_skills,internship_location,required_education
"Environmental Compliance, Geology, Mining Engineering, Sales, Marketing, Supply Chain, Customer Service, Supply Chain Management, Freight Management, Inventory Management",Hyderabad,MBA,Supply Chain Analyst,ADANI PORTS AND SPECIAL ECONOMIC ZONE LIMITED,"Freight Management, Procurement, Transportation, Warehouse Operations",Pune,B.Sc
"Environmental Compliance, Geology, Mining Engineering, Sales, Marketing, Supply Chain, Customer Service, Supply Chain Management, Freight Management, Inventory Management",Hyderabad,MBA,Software Developer,TOPCON SOKKIA INDIA PRIVATE LIMITED,"Machine Learning, Data Analysis, SQL",Pune,PhD
"Paint Technology, Testing, Application Technology",Delhi,B.Com,Machine Learning Engineer,GODREJ SEEDS & GENETICS LIMITED,"React, DevOps, Machine Learning",Ahmedabad,B.Tech
"Paint Technology, Testing, Application Technology",Delhi,B.Com,Supply Chain Analyst,PARLE BISCUITS PRIVATE LIMITED,"Supply Chain, Marketing, Distribution, Brand Management",Pune,B.Tech
"Paint Technology, Testing, Application Technology",Delhi,B.Com,Network Engineer,INDUS TOWERS LIMITED,"Optical Fiber, Wireless Communication",Lucknow,MBA
"Paint Technology, Testing, Application Technology",Delhi,B.Com,Distribution Executive,MONDELEZ INDIA FOODS PRIVATE LIMITED,"Brand Management, Consumer Insights, Supply Chain, Product Development",Ahmedabad,Diploma
"Paint Technology, Testing, Application Technology",Delhi,B.Com,Environmental Officer,AIA ENGINEERING LIMITED,"Mineral Processing, Exploration",Lucknow,Diploma
"Paint Technology, Testing, Application Technology",Delhi,B.Com,Environmental Officer,TATA STEEL LIMITED,"Geology, Ore Processing",Pune,BBA
"Paint Technology, Testing, Application Technology",Delhi,B.Com,IT Support,STANDARD CHARTERED GLOBAL BUSINESS SERVICES PRIVATE LIMITED,"Cloud Computing, Python, Cybersecurity",Lucknow,B.Com
"Paint Technology, Testing, Application Technology",Delhi,B.Com,Data Analyst,WNS GLOBAL SERVICES PRIVATE LIMITED,"Python, React, Java",Hyderabad,B.Com
"Paint Technology, Testing, Application Technology",Delhi,B.Com,Surveyor,BIOP STEELS & POWER PRIVATE LIMITED,"Geology, Surveying",Jaipur,BA
"Paint Technology, Testing, Application Technology",Delhi,B.Com,Risk Analyst,TAMILNAD MERCANTILE BANK LIMITED,"Financial Modeling, Taxation",Pune,MBA
"Application Technology, Manufacturing, Chemical Formulation",Jaipur,BCA,Surveyor,ARCELORMITTAL NIPPON STEEL INDIA LIMITED,"Mineral Processing, Geology, Surveying, Mining Engineering",Pune,BCA
"Application Technology, Manufacturing, Chemical Formulation",Jaipur,BCA,DevOps Engineer,REDINGTON LIMITED,"Machine Learning, Cybersecurity",Jaipur,PhD
"Application Technology, Manufacturing, Chemical Formulation",Jaipur,BCA,Project Engineer,GAWAR CONSTRUCTION LIMITED.,"Project Management, Construction Management, Safety Management, Structural Design",Chennai,B.Sc
"Application Technology, Manufacturing, Chemical Formulation",Jaipur,BCA,QA Engineer,GOOGLE IT SERVICES INDIA PRIVATE LIMITED,"Machine Learning, Java, DevOps",Kolkata,B.Com
"Application Technology, Manufacturing, Chemical Formulation",Jaipur,BCA,Power Plant Operator,TANJORE POWER LIMITED,"Energy Efficiency, Thermal Power",Chennai,MBA
"Application Technology, Manufacturing, Chemical Formulation",Jaipur,BCA,QA Engineer,POLYCAB INDIA LIMITED,"SQL, Cybersecurity, DevOps",Remote,Diploma
"Application Technology, Manufacturing, Chemical Formulation",Jaipur,BCA,Environmental Officer,NORTHERN COALFIELDS LIMITED,"Exploration, Geology, Surveying, Safety Management",Chennai,MBA
"Application Technology, Manufacturing, Chemical Formulation",Jaipur,BCA,Safety Officer,OIL INDIA LIMITED,"Pipeline Maintenance, Reservoir Engineering, Field Operations",Chennai,MBA
"Application Technology, Manufacturing, Chemical Formulation",Jaipur,BCA,Transportation Specialist,ADANI HARBOUR SERVICES LIMITED,"Supply Chain Management, Warehouse Operations, Transportation",Mumbai,M.Sc
"Application Technology, Manufacturing, Chemical Formulation",Jaipur,BCA,QA Engineer,CAPGEMINI TECHNOLOGY SERVICES INDIA LIMITED,"DevOps, Cloud Computing, Machine Learning, SQL",Jaipur,PhD
"Quality Control, Marketing, Research, Environmental Management",Lucknow,MBA,DevOps Engineer,WIPRO ENTERPRISES PRIVATE LIMITED,"Python, Machine Learning, SQL",Mumbai,BCA
"Quality Control, Marketing, Research, Environmental Management",Lucknow,MBA,IT Support,INFOSYS LIMITED,"SQL, DevOps, Cloud Computing, Cybersecurity",Ahmedabad,B.Com
"Quality Control, Marketing, Research, Environmental Management",Lucknow,MBA,Consumer Insights Analyst,ALKEM LABORATORIES LIMITED,"Consumer Insights, Distribution, Brand Management, Retail Management",Pune,Diploma
"Quality Control, Marketing, Research, Environmental Management",Lucknow,MBA,Safety Officer,WESTERN COALFIELDS LIMITED,"Surveying, Ore Processing",Chennai,M.Sc
"Quality Control, Marketing, Research, Environmental Management",Lucknow,MBA,Ore Processing Technician,MAHANADI COALFIELDS LIMITED,"Exploration, Mineral Processing, Geology",Chennai,Diploma
"Quality Control, Marketing, Research, Environmental Management",Lucknow,MBA,Web Developer,HDFC SECURITIES LIMITED,"Python, JavaScript, React, DevOps",Chennai,PhD
"Quality Control, Marketing, Research, Environmental Management",Lucknow,MBA,Data Analyst,ICICI PRUDENTIAL ASSET MANAGEMENT COMPANY LIMITED,"Cloud Computing, Java, DevOps, Data Analysis",Delhi,Diploma
"Quality Control, Marketing, Research, Environmental Management",Lucknow,MBA,Software Developer,PRESTIGE ESTATES PROJECTS LIMITED,"Cybersecurity, Java, SQL",Pune,B.Com
"Quality Control, Marketing, Research, Environmental Management",Lucknow,MBA,Surveyor,MSPL LIMITED,"Estimation, Structural Design",Jaipur,MBA
"Quality Control, Marketing, Research, Environmental Management",Lucknow,MBA,Network Engineer,INDUS TOWERS LIMITED,"Optical Fiber, Wireless Communication",Lucknow,MBA
"Distribution, Procurement, Freight Management, Inventory Management, Drug Development, Biotechnology, Regulatory Affairs, Clinical Research",Lucknow,B.Tech,Construction Manager,G R INFRAPROJECTS LIMITED,"Estimation, Structural Design, Construction Management, Quality Control",Mumbai,B.Tech
"Distribution, Procurement, Freight Management, Inventory Management, Drug Development, Biotechnology, Regulatory Affairs, Clinical Research",Lucknow,B.Tech,Civil Engineer,GHCL LIMITED,"Structural Design, Estimation",Ahmedabad,M.Sc
"Distribution, Procurement, Freight Management, Inventory Management, Drug Development, Biotechnology, Regulatory Affairs, Clinical Research",Lucknow,B.Tech,IT Support,TATA CAPITAL HOUSING FINANCE LIMITED,"Cloud Computing, JavaScript",Hyderabad,BA
"Distribution, Procurement, Freight Management, Inventory Management, Drug Development, Biotechnology, Regulatory Affairs, Clinical Research",Lucknow,B.Tech,IT Support,ECGC LIMITED,"Cloud Computing, Java, JavaScript",Pune,BCA
"Distribution, Procurement, Freight Management, Inventory Management, Drug Development, Biotechnology, Regulatory Affairs, Clinical Research",Lucknow,B.Tech,IT Support,NOVATEUR ELECTRICAL & DIGITAL SYSTEMS PRIVATE LIMITED,"Cloud Computing, Machine Learning",Kolkata,B.Tech
"Distribution, Procurement, Freight Management, Inventory Management, Drug Development, Biotechnology, Regulatory Affairs, Clinical Research",Lucknow,B.Tech,Exploration Geologist,JINDAL ALUMINIUM LIMITED,"Ore Processing, Exploration, Geology",Hyderabad,B.Com
"Distribution, Procurement, Freight Management, Inventory Management, Drug Development, Biotechnology, Regulatory Affairs, Clinical Research",Lucknow,B.Tech,Grid Engineer,JSW ENERGY (BARMER) LIMITED,"Transmission, Thermal Power, Energy Efficiency",Chennai,BCA
"Distribution, Procurement, Freight Management, Inventory Management, Drug Development, Biotechnology, Regulatory Affairs, Clinical Research",Lucknow,B.Tech,Web Developer,COCHIN SHIPYARD LIMITED,"JavaScript, Java, Cloud Computing",Bangalore,Diploma
"Distribution, Procurement, Freight Management, Inventory Management, Drug Development, Biotechnology, Regulatory Affairs, Clinical Research",Lucknow,B.Tech,QA Engineer,MUTHOOT FINANCE LIMITED,"Data Analysis, SQL, JavaScript, Cybersecurity",Bangalore,BCA
"Distribution, Procurement, Freight Management, Inventory Management, Drug Development, Biotechnology, Regulatory Affairs, Clinical Research",Lucknow,B.Tech,Renewable Energy Specialist,ADANI TRANSMISSION (INDIA) LIMITED,"Grid Management, Maintenance, Electrical Engineering, Power Plant Operations",Jaipur,BBA
"Financial Analysis, Risk Management, Financial Modeling, Energy Storage, Wind Energy, Project Development, Policy Analysis, Textile Engineering, Fashion Design, Dyeing, Production",Kolkata,MBA,Safety Officer,WESTERN COALFIELDS LIMITED,"Surveying, Ore Processing",Chennai,M.Sc
"Financial Analysis, Risk Management, Financial Modeling, Energy Storage, Wind Energy, Project Development, Policy Analysis, Textile Engineering, Fashion Design, Dyeing, Production",Kolkata,MBA,Sales Executive,BHARAT BIOTECH INTERNATIONAL LIMITED,"Sales, Retail Management",Chennai,B.Sc
"Financial Analysis, Risk Management, Financial Modeling, Energy Storage, Wind Energy, Project Development, Policy Analysis, Textile Engineering, Fashion Design, Dyeing, Production",Kolkata,MBA,Environmental Officer,NORTHERN COALFIELDS LIMITED,"Exploration, Geology, Surveying, Safety Management",Chennai,MBA
"Financial Analysis, Risk Management, Financial Modeling, Energy Storage, Wind Energy, Project Development, Policy Analysis, Textile Engineering, Fashion Design, Dyeing, Production",Kolkata,MBA,Marketing Executive,HERBALIFE INTERNATIONAL INDIA PRIVATE LIMITED,"Distribution, Brand Management, Product Development",Jaipur,BCA
"Financial Analysis, Risk Management, Financial Modeling, Energy Storage, Wind Energy, Project Development, Policy Analysis, Textile Engineering, Fashion Design, Dyeing, Production",Kolkata,MBA,Sales Executive,GRANULES INDIA LIMITED,"Supply Chain, Distribution, Brand Management, Product Development",Jaipur,BBA
"Financial Analysis, Risk Management, Financial Modeling, Energy Storage, Wind Energy, Project Development, Policy Analysis, Textile Engineering, Fashion Design, Dyeing, Production",Kolkata,MBA,Surveyor,ASHOKA BUILDCON LIMITED,"Safety Management, Surveying",Mumbai,B.Com
"Financial Analysis, Risk Management, Financial Modeling, Energy Storage, Wind Energy, Project Development, Policy Analysis, Textile Engineering, Fashion Design, Dyeing, Production",Kolkata,MBA,Web Developer,DELL INTERNATIONAL SERVICES INDIA PRIVATE LIMITED,"JavaScript, DevOps",Kolkata,B.Sc
"Financial Analysis, Risk Management, Financial Modeling, Energy Storage, Wind Energy, Project Development, Policy Analysis, Textile Engineering, Fashion Design, Dyeing, Production",Kolkata,MBA,Supply Chain Analyst,RSPL LIMITED,"Supply Chain, Consumer Insights",Kolkata,B.Tech
"Financial Analysis, Risk Management, Financial Modeling, Energy Storage, Wind Energy, Project Development, Policy Analysis, Textile Engineering, Fashion Design, Dyeing, Production",Kolkata,MBA,Data Analyst,ADOBE SYSTEMS INDIA PRIVATE LIMITED,"Cloud Computing, JavaScript, Python",Delhi,BBA
"Financial Analysis, Risk Management, Financial Modeling, Energy Storage, Wind Energy, Project Development, Policy Analysis, Textile Engineering, Fashion Design, Dyeing, Production",Kolkata,MBA,Mining Engineer,MOIL LIMITED,"Exploration, Mining Engineering",Mumbai,PhD
"Environmental Compliance, Exploration, Equipment Maintenance, Drilling, Regulatory Affairs, Biotechnology, Medical Writing",Ahmedabad,MBA,Cloud Architect,MPHASIS LIMITED,"JavaScript, React, Java, Cloud Computing",Mumbai,PhD
"Environmental Compliance, Exploration, Equipment Maintenance, Drilling, Regulatory Affairs, Biotechnology, Medical Writing",Ahmedabad,MBA,Cloud Architect,ICICI PRUDENTIAL ASSET MANAGEMENT COMPANY LIMITED,"Cloud Computing, React, Cybersecurity",Pune,MBA
"Environmental Compliance, Exploration, Equipment Maintenance, Drilling, Regulatory Affairs, Biotechnology, Medical Writing",Ahmedabad,MBA,Sales Executive,BHARAT BIOTECH INTERNATIONAL LIMITED,"Marketing, Supply Chain, Brand Management, Distribution",Mumbai,BA
"Environmental Compliance, Exploration, Equipment Maintenance, Drilling, Regulatory Affairs, Biotechnology, Medical Writing",Ahmedabad,MBA,Safety Officer,GUJARAT GAS LIMITED,"Field Operations, Refining, Reservoir Engineering",Mumbai,BBA
"Environmental Compliance, Exploration, Equipment Maintenance, Drilling, Regulatory Affairs, Biotechnology, Medical Writing",Ahmedabad,MBA,Sales Executive,DR.REDDY S LABORATORIES LTD,"Product Development, Consumer Insights, Distribution, Supply Chain",Lucknow,B.Sc
"Environmental Compliance, Exploration, Equipment Maintenance, Drilling, Regulatory Affairs, Biotechnology, Medical Writing",Ahmedabad,MBA,Civil Engineer,GHCL LIMITED,"Structural Design, Estimation",Ahmedabad,M.Sc
"Environmental Compliance, Exploration, Equipment Maintenance, Drilling, Regulatory Affairs, Biotechnology, Medical Writing",Ahmedabad,MBA,Software Developer,MUSIGMA BUSINESS SOLUTIONS PRIVATE LIMITED,"Cybersecurity, JavaScript, Machine Learning",Lucknow,B.Com
"Environmental Compliance, Exploration, Equipment Maintenance, Drilling, Regulatory Affairs, Biotechnology, Medical Writing",Ahmedabad,MBA,Distribution Manager,SIKKA PORTS & TERMINALS LIMITED,"Warehouse Operations, Logistics Planning, Transportation, Inventory Management",Bangalore,BA
"Environmental Compliance, Exploration, Equipment Maintenance, Drilling, Regulatory Affairs, Biotechnology, Medical Writing",Ahmedabad,MBA,Structural Engineer,TRIDENT LIMITED,"Safety Management, Surveying, Quality Control, Estimation",Lucknow,Diploma
"Environmental Compliance, Exploration, Equipment Maintenance, Drilling, Regulatory Affairs, Biotechnology, Medical Writing",Ahmedabad,MBA,DevOps Engineer,ENDURANCE TECHNOLOGIES LIMITED,"Python, Cloud Computing, SQL, Data Analysis",Hyderabad,PhD
"Supply Chain, Product Development, Rubber Technology, Process Engineering, Marketing, Extrusion, Processing",Kolkata,BA,Marketing Executive,EVEREST FOOD PRODUCTS PRIVATE LIMITED,"Product Development, Brand Management",Pune,B.Tech
"Supply Chain, Product Development, Rubber Technology, Process Engineering, Marketing, Extrusion, Processing",Kolkata,BA,DevOps Engineer,CITICORP SERVICES INDIA PRIVATE LIMITED,"Python, Cybersecurity, Java",Remote,BCA
"Supply Chain, Product Development, Rubber Technology, Process Engineering, Marketing, Extrusion, Processing",Kolkata,BA,IT Support,INFOSYS LIMITED,"SQL, DevOps, Cloud Computing, Cybersecurity",Ahmedabad,B.Com
"Supply Chain, Product Development, Rubber Technology, Process Engineering, Marketing, Extrusion, Processing",Kolkata,BA,Retail Manager,LUPIN LIMITED,"Consumer Insights, Brand Management, Retail Management, Product Development",Chennai,BA
"Supply Chain, Product Development, Rubber Technology, Process Engineering, Marketing, Extrusion, Processing",Kolkata,BA,Retail Manager,EMCURE PHARMACEUTICALS LIMITED,"Product Development, Brand Management, Sales, Supply Chain",Mumbai,PhD
"Supply Chain, Product Development, Rubber Technology, Process Engineering, Marketing, Extrusion, Processing",Kolkata,BA,Sales Executive,RECKITT BENCKISER (INDIA) PRIVATE LIMITED,"Consumer Insights, Retail Management",Hyderabad,M.Sc
"Supply Chain, Product Development, Rubber Technology, Process Engineering, Marketing, Extrusion, Processing",Kolkata,BA,Web Developer,DXC TECHNOLOGY INDIA PRIVATE LIMITED,"Python, Cybersecurity, Java, DevOps",Jaipur,Diploma
"Supply Chain, Product Development, Rubber Technology, Process Engineering, Marketing, Extrusion, Processing",Kolkata,BA,Petroleum Engineer,ADANI TOTAL GAS LIMITED,"Geology, Field Operations, Pipeline Maintenance",Lucknow,MBA
"Supply Chain, Product Development, Rubber Technology, Process Engineering, Marketing, Extrusion, Processing",Kolkata,BA,Software Developer,PRESTIGE ESTATES PROJECTS LIMITED,"Cybersecurity, Java, SQL",Pune,B.Com
"Supply Chain, Product Development, Rubber Technology, Process Engineering, Marketing, Extrusion, Processing",Kolkata,BA,Civil Engineer,HEIDELBERGCEMENT INDIA LIMITED.,"Estimation, Project Management, Quality Control, Safety Management",Ahmedabad,B.Tech
"Fertilizer Production, Soil Science, Research, Quality Control",Jaipur,Diploma,Civil Engineer,HEIDELBERGCEMENT INDIA LIMITED.,"Estimation, Project Management, Quality Control, Safety Management",Ahmedabad,B.Tech
"Fertilizer Production, Soil Science, Research, Quality Control",Jaipur,Diploma,Field Engineer,GUJARAT STATE PETRONET LIMITED,"Reservoir Engineering, Drilling Operations, Field Operations",Kolkata,Diploma
"Fertilizer Production, Soil Science, Research, Quality Control",Jaipur,Diploma,Cloud Architect,MACROTECH DEVELOPERS LIMITED,"DevOps, JavaScript",Jaipur,B.Sc
"Fertilizer Production, Soil Science, Research, Quality Control",Jaipur,Diploma,Renewable Energy Specialist,KARNATAKA POWER TRANSMISSION CORPORATION LIMITED,"Energy Efficiency, Renewable Energy, Power Plant Operations",Lucknow,BCA
"Fertilizer Production, Soil Science, Research, Quality Control",Jaipur,Diploma,Cloud Architect,SKODA AUTO VOLKSWAGEN INDIA PRIVATE LIMITED,"React, Data Analysis",Remote,B.Sc
